cities
ID,STATE_NAME,CITY_NAME
7972,Indiana,Reelsville
7973,Indiana,Remington
7974,Indiana,Rensselaer
7975,Indiana,Reynolds
7976,Indiana,Richland
7977,Indiana,Richmond
7978,Indiana,Ridgeville
7979,Indiana,Riley
7980,Indiana,Rising Sun
7981,Indiana,Roachdale
7982,Indiana,Roann
7983,Indiana,Roanoke
7984,Indiana,Rochester
7985,Indiana,Rockfield
7986,Indiana,Rockport
7987,Indiana,Rockville
7988,Indiana,Rolling Prairie
7989,Indiana,Rome
7990,Indiana,Rome City
7991,Indiana,Romney
7992,Indiana,Rosedale
7993,Indiana,Roselawn
7994,Indiana,Rossville
7995,Indiana,Royal Center
7996,Indiana,Rushville
7997,Indiana,Russellville
7998,Indiana,Russiaville
7999,Indiana,Saint Anthony
8000,Indiana,Saint Bernice
8001,Indiana,Saint Croix
8002,Indiana,Saint Joe
8003,Indiana,Saint John
8004,Indiana,Saint Mary Of The Woods
8005,Indiana,Saint Meinrad
8006,Indiana,Saint Paul
8007,Indiana,Salamonia
8008,Indiana,Salem
8009,Indiana,San Pierre
8010,Indiana,Sandborn
8011,Indiana,Santa Claus
8012,Indiana,Saratoga
8013,Indiana,Schererville
8014,Indiana,Schneider
8015,Indiana,Schnellville
8016,Indiana,Scipio
8017,Indiana,Scotland
8018,Indiana,Scottsburg
8019,Indiana,Sedalia
8020,Indiana,Seelyville
8021,Indiana,Sellersburg
8022,Indiana,Selma
8023,Indiana,Servia
8024,Indiana,Seymour
8025,Indiana,Sharpsville
8026,Indiana,Shelburn
8027,Indiana,Shelby
8028,Indiana,Shelbyville
8029,Indiana,Shepardsville
8030,Indiana,Sheridan
8031,Indiana,Shipshewana
8032,Indiana,Shirley
8033,Indiana,Shoals
8034,Indiana,Silver Lake
8035,Indiana,Smithville
8036,Indiana,Solsberry
8037,Indiana,Somerset
8038,Indiana,Somerville
8039,Indiana,South Bend
8040,Indiana,South Milford
8041,Indiana,South Whitley
8042,Indiana,Speedway
8043,Indiana,Spencer
8044,Indiana,Spencerville
8045,Indiana,Spiceland
8046,Indiana,Springport
8047,Indiana,Springville
8048,Indiana,Spurgeon
8049,Indiana,Stanford
8050,Indiana,Star City
8051,Indiana,State Line
8052,Indiana,Staunton
8053,Indiana,Stendal
8054,Indiana,Stilesville
8055,Indiana,Stinesville
8056,Indiana,Stockwell
8057,Indiana,Straughn
8058,Indiana,Stroh
8059,Indiana,Sullivan
8060,Indiana,Sulphur
8061,Indiana,Sulphur Springs
8062,Indiana,Sumava Resorts
8063,Indiana,Summitville
8064,Indiana,Sunman
8065,Indiana,Swayzee
8066,Indiana,Sweetser
8067,Indiana,Switz City
8068,Indiana,Syracuse
8069,Indiana,Talbot
8070,Indiana,Taswell
8071,Indiana,Taylorsville
8072,Indiana,Tefft
8073,Indiana,Tell City
8074,Indiana,Templeton
8075,Indiana,Tennyson
8076,Indiana,Terre Haute
8077,Indiana,Terre Haute
8078,Indiana,Thayer
8079,Indiana,Thorntown
8080,Indiana,Tippecanoe
8081,Indiana,Tipton
8082,Indiana,Topeka
8083,Indiana,Trafalgar
8084,Indiana,Troy
8085,Indiana,Tunnelton
8086,Indiana,Twelve Mile
8087,Indiana,Tyner
8088,Indiana,Underwood
8089,Indiana,Union City
8090,Indiana,Union Mills
8091,Indiana,Uniondale
8092,Indiana,Unionville
8093,Indiana,Universal
8094,Indiana,Upland
8095,Indiana,Urbana
8096,Indiana,Vallonia
8097,Indiana,Valparaiso
8098,Indiana,Van Buren
8099,Indiana,Veedersburg
8100,Indiana,Velpen
8101,Indiana,Vernon
8102,Indiana,Versailles
8103,Indiana,Vevay
8104,Indiana,Vincennes
8105,Indiana,Wabash
8106,Indiana,Wadesville
8107,Indiana,Wakarusa
8108,Indiana,Waldron
8109,Indiana,Walkerton
8110,Indiana,Wallace
8111,Indiana,Walton
8112,Indiana,Wanatah
8113,Indiana,Warren
8114,Indiana,Warsaw
8115,Indiana,Washington
8116,Indiana,Waterloo
8117,Indiana,Waveland
8118,Indiana,Wawaka
8119,Indiana,Waynetown
8120,Indiana,Webster
8121,Indiana,West Baden Springs
8122,Indiana,West College Corner
8123,Indiana,West Harrison
8124,Indiana,West Lafayette
8125,Indiana,West Lebanon
8126,Indiana,West Middleton
8127,Indiana,West Newton
8128,Indiana,West Terre Haute
8129,Indiana,Westfield
8130,Indiana,Westphalia
8131,Indiana,Westpoint
8132,Indiana,Westport
8133,Indiana,Westville
8134,Indiana,Wheatfield
8135,Indiana,Wheatland
8136,Indiana,Wheeler
8137,Indiana,Whiteland
8138,Indiana,Whitestown
8139,Indiana,Whiting
8140,Indiana,Wilkinson
8141,Indiana,Williams
8142,Indiana,Williamsburg
8143,Indiana,Williamsport
8144,Indiana,Winamac
8145,Indiana,Winchester
8146,Indiana,Windfall
8147,Indiana,Wingate
8148,Indiana,Winona Lake
8149,Indiana,Winslow
8150,Indiana,Wolcott
8151,Indiana,Wolcottville
8152,Indiana,Wolflake
8153,Indiana,Woodburn
8154,Indiana,Worthington
8155,Indiana,Wyatt
8156,Indiana,Yeoman
8157,Indiana,Yoder
8158,Indiana,Yorktown
8159,Indiana,Young America
8160,Indiana,Zanesville
8161,Indiana,Zionsville
8162,Kansas,Abbyville
8163,Kansas,Abilene
8164,Kansas,Admire
8165,Kansas,Agenda
8166,Kansas,Agra
8167,Kansas,Albert
8168,Kansas,Alden
8169,Kansas,Alexander
8170,Kansas,Allen
8171,Kansas,Alma
8172,Kansas,Almena
8173,Kansas,Alta Vista
8174,Kansas,Altamont
8175,Kansas,Alton
8176,Kansas,Altoona
8177,Kansas,Americus
8178,Kansas,Andale
8179,Kansas,Andover
8180,Kansas,Anthony
8181,Kansas,Arcadia
8182,Kansas,Argonia
8183,Kansas,Arkansas City
8184,Kansas,Arlington
8185,Kansas,Arma
8186,Kansas,Arnold
8187,Kansas,Ashland
8188,Kansas,Assaria
8189,Kansas,Atchison
8190,Kansas,Athol
8191,Kansas,Atlanta
8192,Kansas,Attica
8193,Kansas,Atwood
8194,Kansas,Auburn
8195,Kansas,Augusta
8196,Kansas,Aurora
8197,Kansas,Axtell
8198,Kansas,Baileyville
8199,Kansas,Baldwin City
8200,Kansas,Barnard
8201,Kansas,Barnes
8202,Kansas,Bartlett
8203,Kansas,Basehor
8204,Kansas,Baxter Springs
8205,Kansas,Bazine
8206,Kansas,Beattie
8207,Kansas,Beaumont
8208,Kansas,Beeler
8209,Kansas,Belle Plaine
8210,Kansas,Belleville
8211,Kansas,Beloit
8212,Kansas,Belpre
8213,Kansas,Belvue
8214,Kansas,Bendena
8215,Kansas,Benedict
8216,Kansas,Bennington
8217,Kansas,Bentley
8218,Kansas,Benton
8219,Kansas,Bern
8220,Kansas,Berryton
8221,Kansas,Beverly
8222,Kansas,Bird City
8223,Kansas,Bison
8224,Kansas,Blue Mound
8225,Kansas,Blue Rapids
8226,Kansas,Bluff City
8227,Kansas,Bogue
8228,Kansas,Bonner Springs
8229,Kansas,Bremen
8230,Kansas,Brewster
8231,Kansas,Bronson
8232,Kansas,Brookville
8233,Kansas,Brownell
8234,Kansas,Bucklin
8235,Kansas,Bucyrus
8236,Kansas,Buffalo
8237,Kansas,Buhler
8238,Kansas,Bunker Hill
8239,Kansas,Burden
8240,Kansas,Burdett
8241,Kansas,Burdick
8242,Kansas,Burlingame
8243,Kansas,Burlington
8244,Kansas,Burns
8245,Kansas,Burr Oak
8246,Kansas,Burrton
8247,Kansas,Bushton
8248,Kansas,Byers
8249,Kansas,Caldwell
8250,Kansas,Cambridge
8251,Kansas,Caney
8252,Kansas,Canton
8253,Kansas,Carbondale
8254,Kansas,Cassoday
8255,Kansas,Catharine
8256,Kansas,Cawker City
8257,Kansas,Cedar
8258,Kansas,Cedar Point
8259,Kansas,Cedar Vale
8260,Kansas,Centerville
8261,Kansas,Centralia
8262,Kansas,Chanute
8263,Kansas,Chapman
8264,Kansas,Chase
8265,Kansas,Chautauqua
8266,Kansas,Cheney
8267,Kansas,Cherokee
8268,Kansas,Cherryvale
8269,Kansas,Chetopa
8270,Kansas,Cimarron
8271,Kansas,Circleville
8272,Kansas,Claflin
8273,Kansas,Clay Center
8274,Kansas,Clayton
8275,Kansas,Clearview City
8276,Kansas,Clearwater
8277,Kansas,Clifton
8278,Kansas,Clyde
8279,Kansas,Coats
8280,Kansas,Coffeyville
8281,Kansas,Colby
8282,Kansas,Coldwater
8283,Kansas,Collyer
8284,Kansas,Colony
8285,Kansas,Columbus
8286,Kansas,Colwich
8287,Kansas,Concordia
8288,Kansas,Conway Springs
8289,Kansas,Coolidge
8290,Kansas,Copeland
8291,Kansas,Corning
8292,Kansas,Cottonwood Falls
8293,Kansas,Council Grove
8294,Kansas,Courtland
8295,Kansas,Crestline
8296,Kansas,Cuba
8297,Kansas,Cummings
8298,Kansas,Cunningham
8299,Kansas,Damar
8300,Kansas,Danville
8301,Kansas,De Soto
8302,Kansas,Dearing
8303,Kansas,Deerfield
8304,Kansas,Delia
8305,Kansas,Delphos
8306,Kansas,Denison
8307,Kansas,Dennis
8308,Kansas,Denton
8309,Kansas,Derby
8310,Kansas,Dexter
8311,Kansas,Dighton
8312,Kansas,Dodge City
8313,Kansas,Dorrance
8314,Kansas,Douglass
8315,Kansas,Dover
8316,Kansas,Downs
8317,Kansas,Dresden
8318,Kansas,Durham
8319,Kansas,Dwight
8320,Kansas,Easton
8321,Kansas,Edgerton
8322,Kansas,Edna
8323,Kansas,Edson
8324,Kansas,Edwardsville
8325,Kansas,Effingham
8326,Kansas,El Dorado
8327,Kansas,Elbing
8328,Kansas,Elk City
8329,Kansas,Elk Falls
8330,Kansas,Elkhart
8331,Kansas,Ellinwood
8332,Kansas,Ellis
8333,Kansas,Ellsworth
8334,Kansas,Elmdale
8335,Kansas,Elsmore
8336,Kansas,Elwood
8337,Kansas,Emmett
8338,Kansas,Emporia
8339,Kansas,Englewood
8340,Kansas,Ensign
8341,Kansas,Enterprise
8342,Kansas,Erie
8343,Kansas,Esbon
8344,Kansas,Eskridge
8345,Kansas,Eudora
8346,Kansas,Eureka
8347,Kansas,Everest
8348,Kansas,Fairview
8349,Kansas,Fall River
8350,Kansas,Falun
8351,Kansas,Farlington
8352,Kansas,Florence
8353,Kansas,Fontana
8354,Kansas,Ford
8355,Kansas,Formoso
8356,Kansas,Fort Dodge
8357,Kansas,Fort Leavenworth
8358,Kansas,Fort Riley
8359,Kansas,Fort Scott
8360,Kansas,Fostoria
8361,Kansas,Fowler
8362,Kansas,Frankfort
8363,Kansas,Franklin
8364,Kansas,Fredonia
8365,Kansas,Freeport
8366,Kansas,Frontenac
8367,Kansas,Fulton
8368,Kansas,Galena
8369,Kansas,Galesburg
8370,Kansas,Galva
8371,Kansas,Garden City
8372,Kansas,Garden Plain
8373,Kansas,Gardner
8374,Kansas,Garfield
8375,Kansas,Garland
8376,Kansas,Garnett
8377,Kansas,Gas
8378,Kansas,Gaylord
8379,Kansas,Gem
8380,Kansas,Geneseo
8381,Kansas,Geuda Springs
8382,Kansas,Girard
8383,Kansas,Glade
8384,Kansas,Glasco
8385,Kansas,Glen Elder
8386,Kansas,Goddard
8387,Kansas,Goessel
8388,Kansas,Goff
8389,Kansas,Goodland
8390,Kansas,Gorham
8391,Kansas,Gove
8392,Kansas,Grainfield
8393,Kansas,Grantville
8394,Kansas,Great Bend
8395,Kansas,Greeley
8396,Kansas,Green
8397,Kansas,Greenleaf
8398,Kansas,Greensburg
8399,Kansas,Greenwich
8400,Kansas,Grenola
8401,Kansas,Gridley
8402,Kansas,Grinnell
8403,Kansas,Gypsum
8404,Kansas,Haddam
8405,Kansas,Halstead
8406,Kansas,Hamilton
8407,Kansas,Hanover
8408,Kansas,Hanston
8409,Kansas,Hardtner
8410,Kansas,Harper
8411,Kansas,Hartford
8412,Kansas,Harveyville
8413,Kansas,Havana
8414,Kansas,Haven
8415,Kansas,Havensville
8416,Kansas,Haviland
8417,Kansas,Hays
8418,Kansas,Haysville
8419,Kansas,Hazelton
8420,Kansas,Healy
8421,Kansas,Hepler
8422,Kansas,Herington
8423,Kansas,Herndon
8424,Kansas,Hesston
8425,Kansas,Hiawatha
8426,Kansas,Highland
8427,Kansas,Hill City
8428,Kansas,Hillsboro
8429,Kansas,Hillsdale
8430,Kansas,Hoisington
8431,Kansas,Holcomb
8432,Kansas,Hollenberg
8433,Kansas,Holton
8434,Kansas,Holyrood
8435,Kansas,Home
8436,Kansas,Hope
8437,Kansas,Horton
8438,Kansas,Howard
8439,Kansas,Hoxie
8440,Kansas,Hoyt
8441,Kansas,Hudson
8442,Kansas,Hugoton
8443,Kansas,Humboldt
8444,Kansas,Hunter
8445,Kansas,Hutchinson
8446,Kansas,Independence
8447,Kansas,Ingalls
8448,Kansas,Inman
8449,Kansas,Iola
8450,Kansas,Isabel
8451,Kansas,Iuka
8452,Kansas,Jamestown
8453,Kansas,Jennings
8454,Kansas,Jetmore
8455,Kansas,Jewell
8456,Kansas,Johnson
8457,Kansas,Junction City
8458,Kansas,Kanopolis
8459,Kansas,Kanorado
8460,Kansas,Kansas City
8461,Kansas,Kechi
8462,Kansas,Kendall
8463,Kansas,Kensington
8464,Kansas,Kincaid
8465,Kansas,Kingman
8466,Kansas,Kinsley
8467,Kansas,Kiowa
8468,Kansas,Kirwin
8469,Kansas,Kismet
8470,Kansas,La Crosse
8471,Kansas,La Harpe
8472,Kansas,Lacygne
8473,Kansas,Lake City
8474,Kansas,Lakin
8475,Kansas,Lamont
8476,Kansas,Lancaster
8477,Kansas,Lane
8478,Kansas,Lansing
8479,Kansas,Larned
8480,Kansas,Latham
8481,Kansas,Lawrence
8482,Kansas,Le Roy
8483,Kansas,Leavenworth
8484,Kansas,Leawood
8485,Kansas,Lebanon
8486,Kansas,Lebo
8487,Kansas,Lecompton
8488,Kansas,Lehigh
8489,Kansas,Lenexa
8490,Kansas,Lenora
8491,Kansas,Leon
8492,Kansas,Leonardville
8493,Kansas,Leoti
8494,Kansas,Levant
8495,Kansas,Lewis
8496,Kansas,Liberal
8497,Kansas,Liberty
8498,Kansas,Liebenthal
8499,Kansas,Lincoln
8500,Kansas,Lincolnville
8501,Kansas,Lindsborg
8502,Kansas,Linn
8503,Kansas,Linwood
8504,Kansas,Little River
8505,Kansas,Logan
8506,Kansas,Long Island
8507,Kansas,Longford
8508,Kansas,Longton
8509,Kansas,Lorraine
8510,Kansas,Lost Springs
8511,Kansas,Louisburg
8512,Kansas,Lucas
8513,Kansas,Ludell
8514,Kansas,Luray
8515,Kansas,Lyndon
8516,Kansas,Lyons
8517,Kansas,Macksville
8518,Kansas,Madison
8519,Kansas,Mahaska
8520,Kansas,Maize
8521,Kansas,Manhattan
8522,Kansas,Mankato
8523,Kansas,Manter
8524,Kansas,Maple City
8525,Kansas,Maple Hill
8526,Kansas,Mapleton
8527,Kansas,Marienthal
8528,Kansas,Marion
8529,Kansas,Marquette
8530,Kansas,Marysville
8531,Kansas,Matfield Green
8532,Kansas,Mayetta
8533,Kansas,Mayfield
8534,Kansas,Mc Cracken
8535,Kansas,Mc Cune
8536,Kansas,Mc Donald
8537,Kansas,Mc Farland
8538,Kansas,Mc Louth
8539,Kansas,Mcconnell Afb
8540,Kansas,Mcpherson
8541,Kansas,Meade
8542,Kansas,Medicine Lodge
8543,Kansas,Melvern
8544,Kansas,Meriden
8545,Kansas,Milan
8546,Kansas,Milford
8547,Kansas,Milton
8548,Kansas,Miltonvale
8549,Kansas,Minneapolis
8550,Kansas,Minneola
8551,Kansas,Mission
8552,Kansas,Moline
8553,Kansas,Montezuma
8554,Kansas,Monument
8555,Kansas,Moran
8556,Kansas,Morganville
8557,Kansas,Morland
8558,Kansas,Morrill
8559,Kansas,Morrowville
8560,Kansas,Moscow
8561,Kansas,Mound City
8562,Kansas,Mound Valley
8563,Kansas,Moundridge
8564,Kansas,Mount Hope
8565,Kansas,Mulberry
8566,Kansas,Mullinville
8567,Kansas,Mulvane
8568,Kansas,Munden
8569,Kansas,Murdock
8570,Kansas,Muscotah
8571,Kansas,Narka
8572,Kansas,Nashville
8573,Kansas,Natoma
8574,Kansas,Neal
8575,Kansas,Nekoma
8576,Kansas,Neodesha
8577,Kansas,Neosho Falls
8578,Kansas,Neosho Rapids
8579,Kansas,Ness City
8580,Kansas,Netawaka
8581,Kansas,New Albany
8582,Kansas,New Cambria
8583,Kansas,New Century
8584,Kansas,Newton
8585,Kansas,Nickerson
8586,Kansas,Niotaze
8587,Kansas,Norcatur
8588,Kansas,North Newton
8589,Kansas,Norton
8590,Kansas,Nortonville
8591,Kansas,Norway
8592,Kansas,Norwich
8593,Kansas,Oakley
8594,Kansas,Oberlin
8595,Kansas,Offerle
8596,Kansas,Ogallah
8597,Kansas,Ogden
8598,Kansas,Oketo
8599,Kansas,Olathe
8600,Kansas,Olmitz
8601,Kansas,Olpe
8602,Kansas,Olsburg
8603,Kansas,Onaga
8604,Kansas,Oneida
8605,Kansas,Opolis
8606,Kansas,Osage City
8607,Kansas,Osawatomie
8608,Kansas,Osborne
8609,Kansas,Oskaloosa
8610,Kansas,Oswego
8611,Kansas,Otis
8612,Kansas,Ottawa
8613,Kansas,Overbrook
8614,Kansas,Overland Park
8615,Kansas,Oxford
8616,Kansas,Ozawkie
8617,Kansas,Palco
8618,Kansas,Palmer
8619,Kansas,Paola
8620,Kansas,Paradise
8621,Kansas,Park
8622,Kansas,Parker
8623,Kansas,Parsons
8624,Kansas,Partridge
8625,Kansas,Pawnee Rock
8626,Kansas,Paxico
8627,Kansas,Peabody
8628,Kansas,Peck
8629,Kansas,Penokee
8630,Kansas,Perry
8631,Kansas,Peru
8632,Kansas,Pfeifer
8633,Kansas,Phillipsburg
8634,Kansas,Piedmont
8635,Kansas,Pierceville
8636,Kansas,Piqua
8637,Kansas,Pittsburg
8638,Kansas,Plains
8639,Kansas,Plainville
8640,Kansas,Pleasanton
8641,Kansas,Plevna
8642,Kansas,Pomona
8643,Kansas,Portis
8644,Kansas,Potter
8645,Kansas,Potwin
8646,Kansas,Powhattan
8647,Kansas,Prairie View
8648,Kansas,Prairie Village
8649,Kansas,Pratt
8650,Kansas,Prescott
8651,Kansas,Pretty Prairie
8652,Kansas,Princeton
8653,Kansas,Protection
8654,Kansas,Quenemo
8655,Kansas,Quinter
8656,Kansas,Ramona
8657,Kansas,Randall
8658,Kansas,Randolph
8659,Kansas,Ransom
8660,Kansas,Rantoul
8661,Kansas,Raymond
8662,Kansas,Reading
8663,Kansas,Redfield
8664,Kansas,Republic
8665,Kansas,Rexford
8666,Kansas,Richfield
8667,Kansas,Richmond
8668,Kansas,Riley
8669,Kansas,Riverton
8670,Kansas,Robinson
8671,Kansas,Rock
8672,Kansas,Rolla
8673,Kansas,Rosalia
8674,Kansas,Rose Hill
8675,Kansas,Rossville
8676,Kansas,Roxbury
8677,Kansas,Rozel
8678,Kansas,Rush Center
8679,Kansas,Russell
8680,Kansas,Sabetha
8681,Kansas,Saint Francis
8682,Kansas,Saint George
8683,Kansas,Saint John
8684,Kansas,Saint Marys
8685,Kansas,Saint Paul
8686,Kansas,Salina
8687,Kansas,Satanta
8688,Kansas,Savonburg
8689,Kansas,Sawyer
8690,Kansas,Scammon
8691,Kansas,Scandia
8692,Kansas,Schoenchen
8693,Kansas,Scott City
8694,Kansas,Scranton
8695,Kansas,Sedan
8696,Kansas,Sedgwick
8697,Kansas,Selden
8698,Kansas,Seneca
8699,Kansas,Severy
8700,Kansas,Sharon
8701,Kansas,Sharon Springs
8702,Kansas,Shawnee
8703,Kansas,Shawnee Mission
8704,Kansas,Silver Lake
8705,Kansas,Simpson
8706,Kansas,Smith Center
8707,Kansas,Soldier
8708,Kansas,Solomon
8709,Kansas,South Haven
8710,Kansas,South Hutchinson
8711,Kansas,Spearville
8712,Kansas,Spivey
8713,Kansas,Spring Hill
8714,Kansas,Stafford
8715,Kansas,Stark
8716,Kansas,Sterling
8717,Kansas,Stilwell
8718,Kansas,Stockton
8719,Kansas,Strong City
8720,Kansas,Sublette
8721,Kansas,Summerfield
8722,Kansas,Sun City
8723,Kansas,Sycamore
8724,Kansas,Sylvan Grove
8725,Kansas,Sylvia
8726,Kansas,Syracuse
8727,Kansas,Talmage
8728,Kansas,Tampa
8729,Kansas,Tecumseh
8730,Kansas,Tescott
8731,Kansas,Thayer
8732,Kansas,Tipton
8733,Kansas,Tonganoxie
8734,Kansas,Topeka
8735,Kansas,Toronto
8736,Kansas,Towanda
8737,Kansas,Treece
8738,Kansas,Tribune
8739,Kansas,Troy
8740,Kansas,Turon
8741,Kansas,Tyro
8742,Kansas,Udall
8743,Kansas,Ulysses
8744,Kansas,Uniontown
8745,Kansas,Utica
8746,Kansas,Valley Center
8747,Kansas,Valley Falls
8748,Kansas,Vassar
8749,Kansas,Vermillion
8750,Kansas,Victoria
8751,Kansas,Viola
8752,Kansas,Virgil
8753,Kansas,Wakarusa
8754,Kansas,Wakeeney
8755,Kansas,Wakefield
8756,Kansas,Waldo
8757,Kansas,Waldron
8758,Kansas,Walker
8759,Kansas,Wallace
8760,Kansas,Walnut
8761,Kansas,Walton
8762,Kansas,Wamego
8763,Kansas,Washington
8764,Kansas,Waterville
8765,Kansas,Wathena
8766,Kansas,Waverly
8767,Kansas,Webber
8768,Kansas,Weir
8769,Kansas,Welda
8770,Kansas,Wellington
8771,Kansas,Wellsville
8772,Kansas,Weskan
8773,Kansas,West Mineral
8774,Kansas,Westmoreland
8775,Kansas,Westphalia
8776,Kansas,Wetmore
8777,Kansas,White City
8778,Kansas,White Cloud
8779,Kansas,Whitewater
8780,Kansas,Whiting
8781,Kansas,Wichita
8782,Kansas,Williamsburg
8783,Kansas,Wilmore
8784,Kansas,Wilsey
8785,Kansas,Wilson
8786,Kansas,Winchester
8787,Kansas,Windom
8788,Kansas,Winfield
8789,Kansas,Winona
8790,Kansas,Woodbine
8791,Kansas,Woodston
8792,Kansas,Wright
8793,Kansas,Yates Center
8794,Kansas,Yoder
8795,Kansas,Zenda
8796,Kentucky,Aberdeen
8797,Kentucky,Adairville
8798,Kentucky,Adams
8799,Kentucky,Adolphus
8800,Kentucky,Ages Brookside
8801,Kentucky,Albany
8802,Kentucky,Alexandria
8803,Kentucky,Allen
8804,Kentucky,Allensville
8805,Kentucky,Almo
8806,Kentucky,Alpha
8807,Kentucky,Alvaton
8808,Kentucky,Annville
8809,Kentucky,Argillite
8810,Kentucky,Arjay
8811,Kentucky,Arlington
8812,Kentucky,Artemus
8813,Kentucky,Ary
8814,Kentucky,Ashcamp
8815,Kentucky,Asher
8816,Kentucky,Ashland
8817,Kentucky,Athol
8818,Kentucky,Auburn
8819,Kentucky,Augusta
8820,Kentucky,Austin
8821,Kentucky,Auxier
8822,Kentucky,Avawam
8823,Kentucky,Bagdad
8824,Kentucky,Bandana
8825,Kentucky,Banner
8826,Kentucky,Barbourville
8827,Kentucky,Bardstown
8828,Kentucky,Bardwell
8829,Kentucky,Barlow
8830,Kentucky,Baskett
8831,Kentucky,Battletown
8832,Kentucky,Baxter
8833,Kentucky,Bays
8834,Kentucky,Bear Branch
8835,Kentucky,Beattyville
8836,Kentucky,Beaumont
8837,Kentucky,Beauty
8838,Kentucky,Beaver
8839,Kentucky,Beaver Dam
8840,Kentucky,Bedford
8841,Kentucky,Bee Spring
8842,Kentucky,Beech Creek
8843,Kentucky,Beech Grove
8844,Kentucky,Beechmont
8845,Kentucky,Belcher
8846,Kentucky,Belfry
8847,Kentucky,Bellevue
8848,Kentucky,Belton
8849,Kentucky,Benham
8850,Kentucky,Benton
8851,Kentucky,Berea
8852,Kentucky,Berry
8853,Kentucky,Bethany
8854,Kentucky,Bethelridge
8855,Kentucky,Bethlehem
8856,Kentucky,Betsy Layne
8857,Kentucky,Beverly
8858,Kentucky,Bevinsville
8859,Kentucky,Big Clifty
8860,Kentucky,Big Creek
8861,Kentucky,Big Laurel
8862,Kentucky,Bighill
8863,Kentucky,Bimble
8864,Kentucky,Blackey
8865,Kentucky,Blackford
8866,Kentucky,Blaine
8867,Kentucky,Bledsoe
8868,Kentucky,Bloomfield
8869,Kentucky,Blue River
8870,Kentucky,Boaz
8871,Kentucky,Bonnieville
8872,Kentucky,Bonnyman
8873,Kentucky,Booneville
8874,Kentucky,Boons Camp
8875,Kentucky,Boston
8876,Kentucky,Bowling Green
8877,Kentucky,Bradfordsville
8878,Kentucky,Brandenburg
8879,Kentucky,Breeding
8880,Kentucky,Bremen
8881,Kentucky,Brodhead
8882,Kentucky,Bronston
8883,Kentucky,Brooks
8884,Kentucky,Brooksville
8885,Kentucky,Browder
8886,Kentucky,Brownsville
8887,Kentucky,Bryants Store
8888,Kentucky,Bryantsville
8889,Kentucky,Buckhorn
8890,Kentucky,Buckner
8891,Kentucky,Buffalo
8892,Kentucky,Bulan
8893,Kentucky,Burdine
8894,Kentucky,Burgin
8895,Kentucky,Burkesville
8896,Kentucky,Burlington
8897,Kentucky,Burna
8898,Kentucky,Burnside
8899,Kentucky,Bush
8900,Kentucky,Busy
8901,Kentucky,Butler
8902,Kentucky,Bypro
8903,Kentucky,Cadiz
8904,Kentucky,Calhoun
8905,Kentucky,California
8906,Kentucky,Calvert City
8907,Kentucky,Calvin
8908,Kentucky,Campbellsburg
8909,Kentucky,Campbellsville
8910,Kentucky,Campton
8911,Kentucky,Canada
8912,Kentucky,Cane Valley
8913,Kentucky,Caneyville
8914,Kentucky,Canmer
8915,Kentucky,Cannel City
8916,Kentucky,Cannon
8917,Kentucky,Carlisle
8918,Kentucky,Carrie
8919,Kentucky,Carrollton
8920,Kentucky,Carter
8921,Kentucky,Catlettsburg
8922,Kentucky,Cave City
8923,Kentucky,Cawood
8924,Kentucky,Cecilia
8925,Kentucky,Center
8926,Kentucky,Centertown
8927,Kentucky,Central City
8928,Kentucky,Cerulean
8929,Kentucky,Chaplin
8930,Kentucky,Chappell
8931,Kentucky,Chavies
8932,Kentucky,Clarkson
8933,Kentucky,Clay
8934,Kentucky,Clay City
8935,Kentucky,Clayhole
8936,Kentucky,Clearfield
8937,Kentucky,Cleaton
8938,Kentucky,Clermont
8939,Kentucky,Clifty
8940,Kentucky,Clinton
8941,Kentucky,Closplint
8942,Kentucky,Cloverport
8943,Kentucky,Coalgood
8944,Kentucky,Coldiron
8945,Kentucky,Columbia
8946,Kentucky,Columbus
8947,Kentucky,Combs
8948,Kentucky,Corbin
8949,Kentucky,Corinth
8950,Kentucky,Cornettsville
8951,Kentucky,Corydon
8952,Kentucky,Covington
8953,Kentucky,Coxs Creek
8954,Kentucky,Crab Orchard
8955,Kentucky,Cranks
8956,Kentucky,Crayne
8957,Kentucky,Crestwood
8958,Kentucky,Crittenden
8959,Kentucky,Crockett
8960,Kentucky,Crofton
8961,Kentucky,Cromona
8962,Kentucky,Cromwell
8963,Kentucky,Cub Run
8964,Kentucky,Cumberland
8965,Kentucky,Cunningham
8966,Kentucky,Curdsville
8967,Kentucky,Custer
8968,Kentucky,Cynthiana
8969,Kentucky,Dana
8970,Kentucky,Danville
8971,Kentucky,David
8972,Kentucky,Dawson Springs
8973,Kentucky,Dayhoit
8974,Kentucky,Dayton
8975,Kentucky,De Mossville
8976,Kentucky,Deane
8977,Kentucky,Debord
8978,Kentucky,Delphia
8979,Kentucky,Dema
8980,Kentucky,Denniston
8981,Kentucky,Denton
8982,Kentucky,Dewitt
8983,Kentucky,Dexter
8984,Kentucky,Dice
8985,Kentucky,Dixon
8986,Kentucky,Dorton
8987,Kentucky,Dover
8988,Kentucky,Drake
8989,Kentucky,Drakesboro
8990,Kentucky,Drift
8991,Kentucky,Dry Ridge
8992,Kentucky,Dubre
8993,Kentucky,Dunbar
8994,Kentucky,Dundee
8995,Kentucky,Dunmor
8996,Kentucky,Dunnville
8997,Kentucky,Dwale
